[ 2025-10-03 18:10:31,274 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2025-10-03 18:10:31,275 ] BattlEye: "Restarting client is necessary, update required"
[ 2025-10-03 18:10:31,275 ] BattlEye: "Config entry: GameID tibia"
[ 2025-10-03 18:10:31,275 ] BattlEye: "Config entry: MasterPort 7171"
[ 2025-10-03 18:10:31,385 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Detonator" )
[ 2025-10-03 18:10:31,390 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Crystal"
[ 2025-10-03 18:10:31,407 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Crystal"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204336 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204336 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204178 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204178 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204234 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204234 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204233 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204233 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204326 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204326 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204280 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204280 found"
[ 2025-10-03 18:11:10,677 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204288 found"
[ 2025-10-03 18:11:10,678 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204288 found"
[ 2025-10-03 18:11:10,678 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204282 found"
[ 2025-10-03 18:11:10,678 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204282 found"
[ 2025-10-03 18:11:10,678 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342204281 found"
